 TIME                    	T_Ground_in              	T_Ground_out             	Lps                      	label                    	
 HOURS              	°C                  	°C                  	lps                 	lps                 	
  +3.4640000000000000E+03	  +9.8065843999784992E+00	  +9.8265843999784988E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4650000000000000E+03	  +9.8066580720821683E+00	  +1.7020000000000003E+01	  +3.0701688760273513E+00	  +0.0000000000000000E+00	
  +3.4660000000000000E+03	  +9.8067321523283049E+00	  +1.7020000000000003E+01	  +6.9629727437402318E+00	  +0.0000000000000000E+00	
  +3.4670000000000000E+03	  +9.8068066406788006E+00	  +1.7020000000000003E+01	  +6.8093294883801789E+00	  +0.0000000000000000E+00	
  +3.4680000000000000E+03	  +9.8068815370953324E+00	  +1.7020000000000003E+01	  +6.3420348813372565E+00	  +0.0000000000000000E+00	
  +3.4690000000000000E+03	  +9.8069568415393711E+00	  +1.7020000000000003E+01	  +6.1567617985209484E+00	  +0.0000000000000000E+00	
  +3.4700000000000000E+03	  +9.8070325539721726E+00	  +1.7020000000000003E+01	  +5.3388097218963502E+00	  +0.0000000000000000E+00	
  +3.4710000000000000E+03	  +9.8071086743547866E+00	  +1.7020000000000003E+01	  +4.6415345038371560E+00	  +0.0000000000000000E+00	
  +3.4720000000000000E+03	  +9.8071852026480553E+00	  +1.7020000000000003E+01	  +4.5874878961237009E+00	  +0.0000000000000000E+00	
  +3.4730000000000000E+03	  +9.8072621388126038E+00	  +1.7020000000000003E+01	  +4.3654210365234256E+00	  +0.0000000000000000E+00	
  +3.4740000000000000E+03	  +9.8073394828088549E+00	  +1.7020000000000003E+01	  +4.3365476685403390E+00	  +0.0000000000000000E+00	
  +3.4750000000000000E+03	  +9.8074172345970165E+00	  +1.7020000000000003E+01	  +3.8621425960260281E+00	  +0.0000000000000000E+00	
  +3.4760000000000000E+03	  +9.8074953941370886E+00	  +1.7020000000000003E+01	  +2.3356623797123657E+00	  +0.0000000000000000E+00	
  +3.4770000000000000E+03	  +9.8075739613888615E+00	  +1.7020000000000003E+01	  +1.5490812119876085E+00	  +0.0000000000000000E+00	
  +3.4780000000000000E+03	  +9.8076529363119160E+00	  +1.7020000000000003E+01	  +6.4000301134661275E-01	  +0.0000000000000000E+00	
  +3.4790000000000000E+03	  +9.8077323188656216E+00	  +9.8277323188656212E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4800000000000000E+03	  +9.8078121090091397E+00	  +9.8278121090091393E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4810000000000000E+03	  +9.8078923067014223E+00	  +9.8278923067014219E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4820000000000000E+03	  +9.8079729119012100E+00	  +9.8279729119012096E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4830000000000000E+03	  +9.8080539245670337E+00	  +9.8280539245670333E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4840000000000000E+03	  +9.8081353446572166E+00	  +9.8281353446572162E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4850000000000000E+03	  +9.8082171721298721E+00	  +9.8282171721298717E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4860000000000000E+03	  +9.8082994069429041E+00	  +9.8282994069429037E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4870000000000000E+03	  +9.8083820490540035E+00	  +9.8283820490540030E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4880000000000000E+03	  +9.8084650984206547E+00	  +9.8284650984206543E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.4890000000000000E+03	  +9.8085485550001330E+00	  +1.7020000000000003E+01	  +1.9192559551345867E+00	  +0.0000000000000000E+00	
  +3.4900000000000000E+03	  +9.8086324187495038E+00	  +1.7020000000000003E+01	  +7.0377580831627062E+00	  +0.0000000000000000E+00	
  +3.4910000000000000E+03	  +9.8087166896256228E+00	  +1.7020000000000003E+01	  +9.9072788100150522E+00	  +0.0000000000000000E+00	
  +3.4920000000000000E+03	  +9.8088013675851329E+00	  +1.7020000000000003E+01	  +9.9728502011578950E+00	  +0.0000000000000000E+00	
  +3.4930000000000000E+03	  +9.8088864525844741E+00	  +1.7020000000000003E+01	  +1.0229154205600388E+01	  +0.0000000000000000E+00	
  +3.4940000000000000E+03	  +9.8089719445798735E+00	  +1.7020000000000003E+01	  +1.0098567775135960E+01	  +0.0000000000000000E+00	
  +3.4950000000000000E+03	  +9.8090578435273468E+00	  +1.7020000000000003E+01	  +8.3967057443872779E+00	  +0.0000000000000000E+00	
  +3.4960000000000000E+03	  +9.8091441493827034E+00	  +1.7020000000000003E+01	  +7.0213725090790202E+00	  +0.0000000000000000E+00	
  +3.4970000000000000E+03	  +9.8092308621015434E+00	  +1.7020000000000003E+01	  +6.5429172304881327E+00	  +0.0000000000000000E+00	
  +3.4980000000000000E+03	  +9.8093179816392571E+00	  +1.7020000000000003E+01	  +6.4452475183101958E+00	  +0.0000000000000000E+00	
  +3.4990000000000000E+03	  +9.8094055079510216E+00	  +1.7020000000000003E+01	  +4.7984738575429633E+00	  +0.0000000000000000E+00	
  +3.5000000000000000E+03	  +9.8094934409918100E+00	  +1.7020000000000003E+01	  +2.2552976767960247E+00	  +0.0000000000000000E+00	
  +3.5010000000000000E+03	  +9.8095817807163854E+00	  +1.7020000000000003E+01	  +1.8044586782557510E+00	  +0.0000000000000000E+00	
  +3.5020000000000000E+03	  +9.8096705270792999E+00	  +1.7020000000000003E+01	  +8.0601470396566433E-01	  +0.0000000000000000E+00	
  +3.5030000000000000E+03	  +9.8097596800348956E+00	  +9.8297596800348952E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5040000000000000E+03	  +9.8098492395373089E+00	  +9.8298492395373085E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5050000000000000E+03	  +9.8099392055404646E+00	  +9.8299392055404642E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5060000000000000E+03	  +9.8100295779980797E+00	  +9.8300295779980793E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5070000000000000E+03	  +9.8101203568636581E+00	  +9.8301203568636577E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5080000000000000E+03	  +9.8102115420904994E+00	  +9.8302115420904990E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5090000000000000E+03	  +9.8103031336316953E+00	  +9.8303031336316948E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5100000000000000E+03	  +9.8103951314401208E+00	  +9.8303951314401203E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5110000000000000E+03	  +9.8104875354684484E+00	  +9.8304875354684480E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5120000000000000E+03	  +9.8105803456691429E+00	  +9.8305803456691425E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5130000000000000E+03	  +9.8106735619944523E+00	  +9.8306735619944519E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5140000000000000E+03	  +9.8107671843964255E+00	  +9.8307671843964251E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5150000000000000E+03	  +9.8108612128268931E+00	  +1.7020000000000003E+01	  +2.8971719359410835E+00	  +0.0000000000000000E+00	
  +3.5160000000000000E+03	  +9.8109556472374848E+00	  +1.7020000000000003E+01	  +7.0716959236888925E+00	  +0.0000000000000000E+00	
  +3.5170000000000000E+03	  +9.8110504875796156E+00	  +1.7020000000000003E+01	  +8.5560033846734207E+00	  +0.0000000000000000E+00	
  +3.5180000000000000E+03	  +9.8111457338044961E+00	  +1.7020000000000003E+01	  +8.8389675078426624E+00	  +0.0000000000000000E+00	
  +3.5190000000000000E+03	  +9.8112413858631236E+00	  +1.7020000000000003E+01	  +7.5535418216545258E+00	  +0.0000000000000000E+00	
  +3.5200000000000000E+03	  +9.8113374437062895E+00	  +1.7020000000000003E+01	  +7.1465523272100349E+00	  +0.0000000000000000E+00	
  +3.5210000000000000E+03	  +9.8114339072845773E+00	  +1.7020000000000003E+01	  +6.4162573374492373E+00	  +0.0000000000000000E+00	
  +3.5220000000000000E+03	  +9.8115307765483575E+00	  +1.7020000000000003E+01	  +6.8866857351271253E+00	  +0.0000000000000000E+00	
  +3.5230000000000000E+03	  +9.8116280514477996E+00	  +1.7020000000000003E+01	  +7.5100329311657097E+00	  +0.0000000000000000E+00	
  +3.5240000000000000E+03	  +9.8117257319328548E+00	  +1.7020000000000003E+01	  +6.6964538353134300E+00	  +0.0000000000000000E+00	
  +3.5250000000000000E+03	  +9.8118238179532735E+00	  +1.7020000000000003E+01	  +5.2073839425154080E+00	  +0.0000000000000000E+00	
  +3.5260000000000000E+03	  +9.8119223094585912E+00	  +1.7020000000000003E+01	  +1.9838299221924400E+00	  +0.0000000000000000E+00	
  +3.5270000000000000E+03	  +9.8120212063981427E+00	  +1.7020000000000003E+01	  +7.7650766618733558E-01	  +0.0000000000000000E+00	
  +3.5280000000000000E+03	  +9.8121205087210441E+00	  +1.7020000000000003E+01	  +3.6717162965276953E-02	  +0.0000000000000000E+00	
  +3.5290000000000000E+03	  +9.8122202163762129E+00	  +9.8322202163762125E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5300000000000000E+03	  +9.8123203293123513E+00	  +9.8323203293123509E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5310000000000000E+03	  +9.8124208474779557E+00	  +9.8324208474779553E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5320000000000000E+03	  +9.8125217708213146E+00	  +9.8325217708213142E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5330000000000000E+03	  +9.8126230992905050E+00	  +9.8326230992905046E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5340000000000000E+03	  +9.8127248328333980E+00	  +1.7020000000000003E+01	  +5.8719312212349759E-02	  +0.0000000000000000E+00	
  +3.5350000000000000E+03	  +9.8128269713976550E+00	  +1.7020000000000003E+01	  +9.2298144236045279E-02	  +0.0000000000000000E+00	
  +3.5360000000000000E+03	  +9.8129295149307332E+00	  +1.7020000000000003E+01	  +1.3084027294441644E-01	  +0.0000000000000000E+00	
  +3.5370000000000000E+03	  +9.8130324633798747E+00	  +1.7020000000000003E+01	  +1.1289477073028038E+00	  +0.0000000000000000E+00	
  +3.5380000000000000E+03	  +9.8131358166921174E+00	  +1.7020000000000003E+01	  +3.8537086805487757E+00	  +0.0000000000000000E+00	
  +3.5390000000000000E+03	  +9.8132395748142915E+00	  +1.7020000000000003E+01	  +5.9034010728098254E+00	  +0.0000000000000000E+00	
  +3.5400000000000000E+03	  +9.8133437376930175E+00	  +1.7020000000000003E+01	  +6.3852885560973860E+00	  +0.0000000000000000E+00	
  +3.5410000000000000E+03	  +9.8134483052747061E+00	  +1.7020000000000003E+01	  +6.4623902031971312E+00	  +0.0000000000000000E+00	
  +3.5420000000000000E+03	  +9.8135532775055623E+00	  +1.7020000000000003E+01	  +6.2642753728189717E+00	  +0.0000000000000000E+00	
  +3.5430000000000000E+03	  +9.8136586543315829E+00	  +1.7020000000000003E+01	  +6.1094597747978687E+00	  +0.0000000000000000E+00	
  +3.5440000000000000E+03	  +9.8137644356985536E+00	  +1.7020000000000003E+01	  +6.5070168248879217E+00	  +0.0000000000000000E+00	
  +3.5450000000000000E+03	  +9.8138706215520575E+00	  +1.7020000000000003E+01	  +6.9192953486763304E+00	  +0.0000000000000000E+00	
  +3.5460000000000000E+03	  +9.8139772118374626E+00	  +1.7020000000000003E+01	  +9.5495564291146646E+00	  +0.0000000000000000E+00	
  +3.5470000000000000E+03	  +9.8140842064999365E+00	  +1.7020000000000003E+01	  +1.1564650506332008E+01	  +0.0000000000000000E+00	
  +3.5480000000000000E+03	  +9.8141916054844316E+00	  +1.7020000000000003E+01	  +9.4173632955278439E+00	  +0.0000000000000000E+00	
  +3.5490000000000000E+03	  +9.8142994087356961E+00	  +1.7020000000000003E+01	  +7.2581561551219798E+00	  +0.0000000000000000E+00	
  +3.5500000000000000E+03	  +9.8144076161982685E+00	  +1.7020000000000003E+01	  +4.3173455431355618E+00	  +0.0000000000000000E+00	
  +3.5510000000000000E+03	  +9.8145162278164833E+00	  +1.7020000000000003E+01	  +6.9157135694302574E-01	  +0.0000000000000000E+00	
  +3.5520000000000000E+03	  +9.8146252435344632E+00	  +9.8346252435344628E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5530000000000000E+03	  +9.8147346632961234E+00	  +9.8347346632961230E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5540000000000000E+03	  +9.8148444870451712E+00	  +9.8348444870451708E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5550000000000000E+03	  +9.8149547147251077E+00	  +9.8349547147251073E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5560000000000000E+03	  +9.8150653462792263E+00	  +9.8350653462792259E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5570000000000000E+03	  +9.8151763816506072E+00	  +9.8351763816506068E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5580000000000000E+03	  +9.8152878207821317E+00	  +9.8352878207821313E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5590000000000000E+03	  +9.8153996636164678E+00	  +9.8353996636164673E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5600000000000000E+03	  +9.8155119100960757E+00	  +9.8355119100960753E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5610000000000000E+03	  +9.8156245601632115E+00	  +9.8356245601632111E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5620000000000000E+03	  +9.8157376137599179E+00	  +1.7020000000000003E+01	  +4.4661913419236410E-01	  +0.0000000000000000E+00	
  +3.5630000000000000E+03	  +9.8158510708280353E+00	  +1.7020000000000003E+01	  +1.6986356851309468E+00	  +0.0000000000000000E+00	
  +3.5640000000000000E+03	  +9.8159649313091943E+00	  +1.7020000000000003E+01	  +2.5014109499625952E+00	  +0.0000000000000000E+00	
  +3.5650000000000000E+03	  +9.8160791951448179E+00	  +1.7020000000000003E+01	  +2.9997219166212812E+00	  +0.0000000000000000E+00	
  +3.5660000000000000E+03	  +9.8161938622761227E+00	  +1.7020000000000003E+01	  +4.1595731963499656E+00	  +0.0000000000000000E+00	
  +3.5670000000000000E+03	  +9.8163089326441160E+00	  +1.7020000000000003E+01	  +4.6913383807077240E+00	  +0.0000000000000000E+00	
  +3.5680000000000000E+03	  +9.8164244061896007E+00	  +1.7020000000000003E+01	  +5.2342559973091340E+00	  +0.0000000000000000E+00	
  +3.5690000000000000E+03	  +9.8165402828531683E+00	  +1.7020000000000003E+01	  +5.1173776933633288E+00	  +0.0000000000000000E+00	
  +3.5700000000000000E+03	  +9.8166565625752060E+00	  +1.7020000000000003E+01	  +5.8500477571230256E+00	  +0.0000000000000000E+00	
  +3.5710000000000000E+03	  +9.8167732452958916E+00	  +1.7020000000000003E+01	  +6.9715385841317374E+00	  +0.0000000000000000E+00	
  +3.5720000000000000E+03	  +9.8168903309551983E+00	  +1.7020000000000003E+01	  +6.0415087799620508E+00	  +0.0000000000000000E+00	
  +3.5730000000000000E+03	  +9.8170078194928880E+00	  +1.7020000000000003E+01	  +4.7895066403430855E+00	  +0.0000000000000000E+00	
  +3.5740000000000000E+03	  +9.8171257108485204E+00	  +1.7020000000000003E+01	  +2.3212457079377367E+00	  +0.0000000000000000E+00	
  +3.5750000000000000E+03	  +9.8172440049614416E+00	  +9.8372440049614411E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5760000000000000E+03	  +9.8173627017707972E+00	  +9.8373627017707967E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5770000000000000E+03	  +9.8174818012155214E+00	  +9.8374818012155210E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5780000000000000E+03	  +9.8176013032343405E+00	  +9.8376013032343401E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5790000000000000E+03	  +9.8177212077657785E+00	  +9.8377212077657781E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5800000000000000E+03	  +9.8178415147481477E+00	  +9.8378415147481473E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5810000000000000E+03	  +9.8179622241195563E+00	  +9.8379622241195559E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5820000000000000E+03	  +9.8180833358179012E+00	  +9.8380833358179007E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5830000000000000E+03	  +9.8182048497808783E+00	  +9.8382048497808778E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5840000000000000E+03	  +9.8183267659459723E+00	  +9.8383267659459719E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5850000000000000E+03	  +9.8184490842504637E+00	  +9.8384490842504633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5860000000000000E+03	  +9.8185718046314214E+00	  +9.8385718046314210E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5870000000000000E+03	  +9.8186949270257156E+00	  +1.7020000000000003E+01	  +9.9359407266570909E-01	  +0.0000000000000000E+00	
  +3.5880000000000000E+03	  +9.8188184513699994E+00	  +1.7020000000000003E+01	  +3.2296500711242113E+00	  +0.0000000000000000E+00	
  +3.5890000000000000E+03	  +9.8189423776007274E+00	  +1.7020000000000003E+01	  +4.4375663079282646E+00	  +0.0000000000000000E+00	
  +3.5900000000000000E+03	  +9.8190667056541461E+00	  +1.7020000000000003E+01	  +5.1741468219494449E+00	  +0.0000000000000000E+00	
  +3.5910000000000000E+03	  +9.8191914354662906E+00	  +1.7020000000000003E+01	  +6.8653579347524119E+00	  +0.0000000000000000E+00	
  +3.5920000000000000E+03	  +9.8193165669729918E+00	  +1.7020000000000003E+01	  +7.1529469308638527E+00	  +0.0000000000000000E+00	
  +3.5930000000000000E+03	  +9.8194421001098782E+00	  +1.7020000000000003E+01	  +5.5619786750579738E+00	  +0.0000000000000000E+00	
  +3.5940000000000000E+03	  +9.8195680348123666E+00	  +1.7020000000000003E+01	  +6.5941497109538574E+00	  +0.0000000000000000E+00	
  +3.5950000000000000E+03	  +9.8196943710156681E+00	  +1.7020000000000003E+01	  +8.0265186338273224E+00	  +0.0000000000000000E+00	
  +3.5960000000000000E+03	  +9.8198211086547875E+00	  +1.7020000000000003E+01	  +6.0231541968689948E+00	  +0.0000000000000000E+00	
  +3.5970000000000000E+03	  +9.8199482476645255E+00	  +1.7020000000000003E+01	  +3.8974634393404761E+00	  +0.0000000000000000E+00	
  +3.5980000000000000E+03	  +9.8200757879794711E+00	  +1.7020000000000003E+01	  +1.3373543179218050E+00	  +0.0000000000000000E+00	
  +3.5990000000000000E+03	  +9.8202037295340112E+00	  +9.8402037295340108E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6000000000000000E+03	  +9.8203320722623264E+00	  +9.8403320722623260E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6010000000000000E+03	  +9.8204608160983895E+00	  +9.8404608160983891E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6020000000000000E+03	  +9.8205899609759637E+00	  +9.8405899609759633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6030000000000000E+03	  +9.8207195068286133E+00	  +9.8407195068286129E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6040000000000000E+03	  +9.8208494535896893E+00	  +9.8408494535896889E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6050000000000000E+03	  +9.8209798011923404E+00	  +9.8409798011923399E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6060000000000000E+03	  +9.8211105495695072E+00	  +9.8411105495695068E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6070000000000000E+03	  +9.8212416986539264E+00	  +9.8412416986539260E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6080000000000000E+03	  +9.8213732483781264E+00	  +9.8413732483781260E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6090000000000000E+03	  +9.8215051986744299E+00	  +1.7020000000000003E+01	  +2.4602805976089748E+00	  +0.0000000000000000E+00	
  +3.6100000000000000E+03	  +9.8216375494749535E+00	  +1.7020000000000003E+01	  +6.3223063856713368E+00	  +0.0000000000000000E+00	
  +3.6110000000000000E+03	  +9.8217703007116093E+00	  +1.7020000000000003E+01	  +6.4744243395254042E+00	  +0.0000000000000000E+00	
  +3.6120000000000000E+03	  +9.8219034523161017E+00	  +1.7020000000000003E+01	  +5.4956187975923481E+00	  +0.0000000000000000E+00	
  +3.6130000000000000E+03	  +9.8220370042199292E+00	  +1.7020000000000003E+01	  +5.0116329043299510E+00	  +0.0000000000000000E+00	
  +3.6140000000000000E+03	  +9.8221709563543840E+00	  +1.7020000000000003E+01	  +4.1443036919460949E+00	  +0.0000000000000000E+00	
  +3.6150000000000000E+03	  +9.8223053086505541E+00	  +1.7020000000000003E+01	  +3.2189604254825328E+00	  +0.0000000000000000E+00	
  +3.6160000000000000E+03	  +9.8224400610393197E+00	  +1.7020000000000003E+01	  +4.3023790163124849E+00	  +0.0000000000000000E+00	
  +3.6170000000000000E+03	  +9.8225752134513584E+00	  +1.7020000000000003E+01	  +4.0325285202255463E+00	  +0.0000000000000000E+00	
  +3.6180000000000000E+03	  +9.8227107658171366E+00	  +1.7020000000000003E+01	  +4.6731942625791847E+00	  +0.0000000000000000E+00	
  +3.6190000000000000E+03	  +9.8228467180669199E+00	  +1.7020000000000003E+01	  +5.2752568160705717E+00	  +0.0000000000000000E+00	
  +3.6200000000000000E+03	  +9.8229830701307677E+00	  +1.7020000000000003E+01	  +3.1763625508791984E+00	  +0.0000000000000000E+00	
  +3.6210000000000000E+03	  +9.8231198219385281E+00	  +1.7020000000000003E+01	  +2.0137554389452426E+00	  +0.0000000000000000E+00	
  +3.6220000000000000E+03	  +9.8232569734198520E+00	  +1.7020000000000003E+01	  +8.9102551808069896E-01	  +0.0000000000000000E+00	
  +3.6230000000000000E+03	  +9.8233945245041792E+00	  +9.8433945245041787E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6240000000000000E+03	  +9.8235324751207447E+00	  +9.8435324751207443E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6250000000000000E+03	  +9.8236708251985796E+00	  +9.8436708251985792E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6260000000000000E+03	  +9.8238095746665053E+00	  +9.8438095746665049E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6270000000000000E+03	  +9.8239487234531442E+00	  +9.8439487234531438E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6280000000000000E+03	  +9.8240882714869091E+00	  +9.8440882714869087E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6290000000000000E+03	  +9.8242282186960068E+00	  +9.8442282186960064E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6300000000000000E+03	  +9.8243685650084416E+00	  +9.8443685650084412E+00	  +1.3571428571428857E+01	  +0.0000000000000000E+00	
  +3.6310000000000000E+03	  +9.8245093103520098E+00	  +9.8445093103520094E+00	  +1.7619047619047993E+01	  +0.0000000000000000E+00	
  +3.6320000000000000E+03	  +9.8246504546543036E+00	  +9.8446504546543032E+00	  +6.4285714285715656E+00	  +0.0000000000000000E+00	
  +3.6330000000000000E+03	  +9.8247919978427110E+00	  +1.7020000000000003E+01	  +9.6461402075923586E-01	  +0.0000000000000000E+00	
  +3.6340000000000000E+03	  +9.8249339398444135E+00	  +1.7020000000000003E+01	  +4.1873198358852797E+00	  +0.0000000000000000E+00	
  +3.6350000000000000E+03	  +9.8250762805863872E+00	  +1.7020000000000003E+01	  +5.8834944218681118E+00	  +0.0000000000000000E+00	
  +3.6360000000000000E+03	  +9.8252190199954033E+00	  +1.7020000000000003E+01	  +5.7992657380426618E+00	  +0.0000000000000000E+00	
  +3.6370000000000000E+03	  +9.8253621579980290E+00	  +1.7020000000000003E+01	  +5.5767265786830125E+00	  +0.0000000000000000E+00	
  +3.6380000000000000E+03	  +9.8255056945206238E+00	  +1.7020000000000003E+01	  +4.4093125570561300E+00	  +0.0000000000000000E+00	
  +3.6390000000000000E+03	  +9.8256496294893463E+00	  +1.7020000000000003E+01	  +3.0912096693517452E+00	  +0.0000000000000000E+00	
  +3.6400000000000000E+03	  +9.8257939628301472E+00	  +1.7020000000000003E+01	  +2.9863789810256876E+00	  +0.0000000000000000E+00	
  +3.6410000000000000E+03	  +9.8259386944687712E+00	  +1.7020000000000003E+01	  +2.9098807785321492E+00	  +0.0000000000000000E+00	
  +3.6420000000000000E+03	  +9.8260838243307607E+00	  +1.7020000000000003E+01	  +3.2436877578419328E+00	  +0.0000000000000000E+00	
  +3.6430000000000000E+03	  +9.8262293523414534E+00	  +1.7020000000000003E+01	  +3.0717387496020621E+00	  +0.0000000000000000E+00	
  +3.6440000000000000E+03	  +9.8263752784259797E+00	  +1.7020000000000003E+01	  +2.0267656474033675E+00	  +0.0000000000000000E+00	
  +3.6450000000000000E+03	  +9.8265216025092652E+00	  +1.7020000000000003E+01	  +1.2066378797609962E+00	  +0.0000000000000000E+00	
  +3.6460000000000000E+03	  +9.8266683245160351E+00	  +1.7020000000000003E+01	  +4.9486256034842041E-01	  +0.0000000000000000E+00	
  +3.6470000000000000E+03	  +9.8268154443708049E+00	  +9.8468154443708045E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6480000000000000E+03	  +9.8269629619978875E+00	  +9.8469629619978871E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6490000000000000E+03	  +9.8271108773213918E+00	  +9.8471108773213913E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6500000000000000E+03	  +9.8272591902652202E+00	  +9.8472591902652198E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6510000000000000E+03	  +9.8274079007530730E+00	  +9.8474079007530726E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6520000000000000E+03	  +9.8275570087084425E+00	  +9.8475570087084421E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6530000000000000E+03	  +9.8277065140546203E+00	  +9.8477065140546198E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6540000000000000E+03	  +9.8278564167146918E+00	  +9.8478564167146914E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6550000000000000E+03	  +9.8280067166115401E+00	  +9.8480067166115397E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6560000000000000E+03	  +9.8281574136678369E+00	  +9.8481574136678365E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6570000000000000E+03	  +9.8283085078060601E+00	  +1.7020000000000003E+01	  +4.4066546467176790E+00	  +0.0000000000000000E+00	
  +3.6580000000000000E+03	  +9.8284599989484729E+00	  +1.7020000000000003E+01	  +9.5252779313946689E+00	  +0.0000000000000000E+00	
  +3.6590000000000000E+03	  +9.8286118870171428E+00	  +1.7020000000000003E+01	  +9.8203413535685140E+00	  +0.0000000000000000E+00	
